09/08/2011 08:49:04,0-2121780,OK,47.91756,106.90437,"","We made it ! #mongolrally"
09/08/2011 08:48:39,0-2121780,TRACK,47.91753,106.90442,"",""
09/08/2011 08:38:34,0-2121780,TRACK,47.91525,106.8971,"",""
09/08/2011 08:28:32,0-2121780,TRACK,47.91415,106.8747,"",""
09/08/2011 08:18:33,0-2121780,TRACK,47.91244,106.84944,"",""
09/08/2011 08:09:12,0-2121780,TRACK,47.90991,106.81655,"",""
09/08/2011 07:58:42,0-2121780,TRACK,47.90225,106.73466,"",""
09/08/2011 07:45:23,0-2121780,OK,47.8848,106.63768,"",""
09/08/2011 07:42:17,0-2121780,TRACK,47.88737,106.59193,"",""
09/08/2011 07:32:14,0-2121780,TRACK,47.90202,106.41347,"",""
09/08/2011 07:22:37,0-2121780,TRACK,47.91721,106.23592,"",""
09/08/2011 07:13:06,0-2121780,TRACK,47.90112,106.03004,"",""
09/08/2011 06:53:24,0-2121780,OK,47.91158,105.61185,"","50 miles from #mongolrally finish line!!"
09/08/2011 06:44:03,0-2121780,TRACK,47.89938,105.42015,"",""
09/08/2011 06:34:05,0-2121780,TRACK,47.86716,105.24821,"",""
09/08/2011 06:25:08,0-2121780,TRACK,47.79076,105.13633,"",""
09/08/2011 06:14:55,0-2121780,TRACK,47.70064,105.00428,"",""
09/08/2011 06:07:07,0-2121780,TRACK,47.6531,104.92368,"",""
09/08/2011 05:54:07,0-2121780,TRACK,47.58414,104.73779,"",""
09/08/2011 05:36:16,0-2121780,OK,47.55036,104.66394,"","Lunched and emptied our fuel cans."
09/08/2011 05:34:17,0-2121780,TRACK,47.53181,104.62898,"",""
09/08/2011 05:23:39,0-2121780,TRACK,47.52522,104.61641,"",""
09/08/2011 05:13:26,0-2121780,TRACK,47.52522,104.61639,"",""
09/08/2011 05:03:29,0-2121780,TRACK,47.52518,104.61649,"",""
09/08/2011 04:53:25,0-2121780,TRACK,47.52522,104.61649,"",""
09/08/2011 04:43:29,0-2121780,TRACK,47.46592,104.58802,"",""
09/08/2011 04:34:25,0-2121780,TRACK,47.38298,104.5089,"",""
09/08/2011 04:25:03,0-2121780,TRACK,47.33754,104.39389,"",""
09/08/2011 04:13:46,0-2121780,TRACK,47.35609,104.1656,"",""
09/08/2011 02:39:41,0-2121780,TRACK,46.65579,103.16707,"",""
09/08/2011 02:30:24,0-2121780,TRACK,46.56146,103.04457,"",""
09/08/2011 02:20:24,0-2121780,TRACK,46.56146,103.04457,"",""
09/08/2011 02:10:24,0-2121780,TRACK,46.56146,103.04457,"",""
